Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Hospital overall rating,Mortality national comparison,Safety of care national comparison,Readmission national comparison,Patient experience national comparison,Effectiveness of care national comparison,Timeliness of care national comparison,Efficient use of medical imaging national comparison,lat,lon
010097,ELMORE COMMUNITY HOSPITAL,500 HOSPITAL DRIVE,WETUMPKA,AL,36092,ELMORE,(334) 567-4311,Acute Care Hospitals,Government - State,True,4,Not Available,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Not Available,32.6,-86.2
050581,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,(562) 602-6751,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,33.84,-118.15
340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,MOORE,(910) 715-1000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Above the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,35.2,-79.47
060064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,2525 S DOWNING ST,DENVER,CO,80210,DENVER,(303) 778-1955,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,39.68,-104.96
050709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,(760) 241-8000,Acute Care Hospitals,Proprietary,True,3,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,34.52,-117.3
101300,ADVENTHEALTH WAUCHULA,735 S 5TH AVE,WAUCHULA,FL,33873,HARDEE,(863) 773-0216,Critical Access Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Not Available,Above the national average,Above the national average,Not Available,Same as the national average,Same as the national average,27.5,-81.8
370106,INTEGRIS SOUTHWEST MEDICAL CENTER,4401 SOUTH WESTERN AVENUE,OKLAHOMA CITY,OK,73109,OKLAHOMA,(405) 636-7000,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,35.43,-97.52
170200,"ASCENSION VIA CHRISTI HOSPITAL ST. TERESA, INC.",14800 WEST ST TERESA,WICHITA,KS,67235,SEDGWICK,(316) 796-7800,Acute Care Hospitals,Voluntary non-profit - Church,True,3,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,37.69,-97.5
340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,WAKE,(919) 954-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Above the national average,35.84,-78.63
050758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,(909) 625-8300,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Not Available,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Not Available,34.07,-117.7
100038,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,BROWARD,(954) 265-5814,Acute Care Hospitals,Government - Hospital District or Authority,False,4,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,26.02,-80.19
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,JASPER,(417) 347-1111,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Below the national average,Below the national average,Above the national average,Below the national average,Below the national average,Below the national average,Same as the national average,37.0,-94.5
361310,MERCY HEALTH - WILLARD HOSPITAL,1100 NEAL ZICK ROAD,WILLARD,OH,44890,HURON,(419) 964-5000,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,41.1,-82.7
060008,SAN LUIS VALLEY HEALTH,106 BLANCA AVE,ALAMOSA,CO,81101,ALAMOSA,(719) 589-2511,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,37.5,-105.8
150126,FRANCISCAN HEALTH CROWN POINT,1201 S MAIN ST,CROWN POINT,IN,46307,LAKE,(219) 757-6100,Acute Care Hospitals,Voluntary non-profit - Church,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,41.4,-87.3
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,(205) 485-7117,Acute Care Hospitals,Voluntary non-profit - Church,True,5,Above the national average,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Not Available,34.2,-87.6
280060,CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER - B,7500 MERCY RD,OMAHA,NE,68124,DOUGLAS,(402) 398-6060,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Above the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,41.24,-96.05
390328,UPMC EAST,2775 MOSSIDE BOULEVARD,MONROEVILLE,PA,15146,ALLEGHENY,(412) 357-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,40.42,-79.76
670056,SETON MEDICAL CENTER HAYS,6001 KYLE PKWY,KYLE,TX,78640,HAYS,(512) 324-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,30.0,-97.8
360001,MERCY HEALTH-ANDERSON HOSPITAL,7500 STATE ROAD,CINCINNATI,OH,45255,HAMILTON,(513) 624-4006,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Above the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,39.06,-84.34
490011,BON SECOURS DEPAUL MEDICAL CENTER,150 KINGSLEY LANE,NORFOLK,VA,23505,NORFOLK CITY,(757) 889-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,36.93,-76.29
390041,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,15401,FAYETTE,(724) 430-5000,Acute Care Hospitals,Voluntary non-profit - Other,True,2,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,39.89,-79.74
010036,ANDALUSIA HEALTH,849 SOUTH THREE NOTCH STREET,ANDALUSIA,AL,36420,COVINGTON,(334) 222-8466,Acute Care Hospitals,Proprietary,True,4,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,31.2,-86.6
110036,MEMORIAL HEALTH UNIVERSITY MEDICAL CENTER,4700 WATERS AVENUE,SAVANNAH,GA,31404,CHATHAM,(912) 350-3691,Acute Care Hospitals,Voluntary non-profit - Other,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,32.05,-81.03
530025,IVINSON MEMORIAL HOSPITAL,255 N 30TH,LARAMIE,WY,82072,ALBANY,(307) 755-4600,Acute Care Hospitals,Government - Hospital District or Authority,True,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Below the national average,Above the national average,Below the national average,41.5,-105.5
380025,LEGACY MOUNT HOOD MEDICAL CENTER,24800 SE STARK STREET,GRESHAM,OR,97030,MULTNOMAH,(503) 674-1122,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,45.51,-122.43
450351,TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,411 N BELKNAP ST,STEPHENVILLE,TX,76401,ERATH,(254) 965-1500,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,32.3,-98.1
320022,PLAINS REGIONAL MEDICAL CENTER,"2100 N MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,88101,CURRY,(575) 769-7155,Acute Care Hospitals,Government - Federal,True,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,34.5,-103.3
100062,ADVENTHEALTH OCALA,1500 SW 1ST AVE,OCALA,FL,34474,MARION,(352) 351-7200,Acute Care Hospitals,Government - Hospital District or Authority,True,2,Below the national average,Above the national average,Above the national average,Below the national average,Below the national average,Below the national average,Above the national average,29.15,-82.21
251336,BAPTIST MEDICAL CENTER-ATTALA,220 HWY 12 WEST,KOSCIUSKO,MS,39090,ATTALA,(662) 289-4311,Critical Access Hospitals,Voluntary non-profit - Other,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Same as the national average,33.1,-89.5
520044,ST NICHOLAS HOSPITAL,3100 SUPERIOR AVE,SHEBOYGAN,WI,53081,SHEBOYGAN,(920) 459-8300,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,43.76,-87.71
060031,CENTURA HEALTH-PENROSE-ST FRANCIS HEALTH SERVICES,2222 NORTH NEVADA AVE,COLORADO SPRINGS,CO,80907,EL PASO,(719) 776-5000,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,38.88,-104.82
041322,FULTON COUNTY HOSPITAL,679 NORTH MAIN STREET,SALEM,AR,72576,FULTON,(870) 895-2691,Critical Access Hospitals,Voluntary non-profit - Other,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,Above the national average,Not Available,36.4,-91.9
291307,MESA VIEW REGIONAL HOSPITAL,1299 BERTHA HOWE AVENUE,MESQUITE,NV,89027,CLARK,(702) 346-8040,Critical Access Hospitals,Proprietary,True,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,36.4,-114.3
160029,MERCY HOSPITAL,500 E MARKET STREET,IOWA CITY,IA,52245,JOHNSON,(319) 339-0300,Acute Care Hospitals,Voluntary non-profit - Church,True,5,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,41.67,-91.51
520011,MARSHFIELD MEDICAL CENTER - RICE LAKE,1700 WEST STOUT STREET,RICE LAKE,WI,54868,BARRON,(715) 234-1515,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,45.5,-91.7
130025,MADISON MEMORIAL HOSPITAL,450 EAST MAIN STREET,REXBURG,ID,83440,MADISON,(208) 359-6900,Acute Care Hospitals,Government - Local,True,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,43.8,-111.7
431338,AVERA GREGORY HOSPITAL,400 PARK STREET  POST OFFICE BOX 408,GREGORY,SD,57533,GREGORY,(605) 835-8394,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Below the national average,Above the national average,Not Available,Above the national average,Same as the national average,43.2,-99.4
170109,MIAMI COUNTY MEDICAL CENTER,2100 BAPTISTE DRIVE,PAOLA,KS,66071,MIAMI,(913) 557-4385,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,38.6,-94.9
491305,SHENANDOAH MEMORIAL HOSPITAL,759 SOUTH MAIN STREET,WOODSTOCK,VA,22664,SHENANDOAH,(540) 459-1100,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,38.89,-78.53
060034,SWEDISH MEDICAL CENTER,501 E HAMPDEN AVE,ENGLEWOOD,CO,80113,ARAPAHOE,(303) 788-5000,Acute Care Hospitals,Proprietary,True,4,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,39.64,-104.96
441307,RIVERVIEW REGIONAL MEDICAL CENTER,158 HOSPITAL DRIVE,CARTHAGE,TN,37030,SMITH,(615) 735-9815,Critical Access Hospitals,Proprietary,True,4,Same as the national average,Not Available,Below the national average,Above the national average,Same as the national average,Above the national average,Not Available,36.3,-86.0
210060,FORT WASHINGTON HOSPITAL,11711 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744,PRINCE GEORGES,(301) 292-7000,Acute Care Hospitals,Voluntary non-profit - Other,True,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,38.75,-76.98
451346,YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,TX,77995,LAVACA,(361) 293-2321,Critical Access Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Not Available,29.2,-97.1
100087,SARASOTA MEMORIAL HOSPITAL,1700 S TAMIAMI TRL,SARASOTA,FL,34239,SARASOTA,(941) 917-9000,Acute Care Hospitals,Government - Hospital District or Authority,True,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,27.31,-82.52
050235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA STREET,BURBANK,CA,91505,LOS ANGELES,(818) 843-5111,Acute Care Hospitals,Voluntary non-profit - Church,True,3,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,34.18,-118.35
100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,PINELLAS,(727) 734-6950,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Below the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,28.01,-82.69
151327,SULLIVAN COUNTY COMMUNITY HOSPITAL,2200 N SECTION ST,SULLIVAN,IN,47882,SULLIVAN,(812) 268-4311,Critical Access Hospitals,Government - Local,True,3,Same as the national average,Not Available,Below the national average,Above the national average,Not Available,Not Available,Not Available,39.1,-87.4
201311,DOWN EAST COMMUNITY HOSPITAL,11 HOSPITAL DRIVE,MACHIAS,ME,4654,WASHINGTON,(207) 255-3356,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,44.8,-67.7
190146,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,JEFFERSON,(504) 454-4000,Acute Care Hospitals,Government - Hospital District or Authority,True,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Below the national average,30.01,-90.19
390026,CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVE,PHILADELPHIA,PA,19118,PHILADELPHIA,(215) 248-8200,Acute Care Hospitals,Proprietary,True,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,40.07,-75.21
160005,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,311 SOUTH CLARK STREET,CARROLL,IA,51401,CARROLL,(712) 792-3581,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,42.1,-94.9
330246,ST CHARLES HOSPITAL,200 BELLE TERRE ROAD,PORT JEFFERSON,NY,11777,SUFFOLK,(631) 474-6000,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average,40.95,-73.06
250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,39216,HINDS,(601) 200-2000,Acute Care Hospitals,Voluntary non-profit - Church,True,1,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,32.33,-90.16
050056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,93534,LOS ANGELES,(661) 949-5000,Acute Care Hospitals,Government - Hospital District or Authority,True,1,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average,34.7,-118.2
490119,SENTARA PRINCESS ANNE HOSPITAL,2025 GLENN MITCHELL DRIVE,VIRGINIA BEACH,VA,23456,VIRGINIA BEACH CITY,(757) 507-1520,Acute Care Hospitals,Voluntary non-profit - Other,False,5,Above the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,36.7,-76.0
161309,CHI HEALTH MISSOURI VALLEY,631 N 8TH ST,MISSOURI VALLEY,IA,51555,HARRISON,(712) 642-2784,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Above the national average,Not Available,41.6,-95.9
380005,ASANTE ASHLAND COMMUNITY HOSPITAL,280 MAPLE STREET,ASHLAND,OR,97520,JACKSON,(541) 201-4017,Acute Care Hospitals,Government - Local,True,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,42.2,-122.5
521300,ASCENSION EAGLE RIVER HOSPITAL,201 HOSPITAL ROAD,EAGLE RIVER,WI,54521,VILAS,(715) 479-7411,Critical Access Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Not Available,Above the national average,Not Available,Same as the national average,Above the national average,Same as the national average,45.9,-89.2
450605,CARE REGIONAL MEDICAL CENTER,1711 W WHEELER AVENUE,ARANSAS PASS,TX,78336,SAN PATRICIO,(361) 758-8585,Acute Care Hospitals,Proprietary,True,4,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,27.9,-97.1
361330,HOCKING VALLEY COMMUNITY HOSPITAL,601 STATE ROUTE 664N,LOGAN,OH,43138,HOCKING,(740) 380-8227,Critical Access Hospitals,Voluntary non-profit - Other,True,3,Same as the national average,Not Available,Above the national average,Not Available,Not Available,Not Available,Same as the national average,39.5,-82.4
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,BOLIVAR,MO,65613,POLK,(417) 326-6000,Acute Care Hospitals,Government - Hospital District or Authority,False,2,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,37.6,-93.4
181319,BRECKINRIDGE MEMORIAL HOSPITAL,1011 OLD HIGHWAY 60,HARDINSBURG,KY,40143,BRECKINRIDGE,(270) 756-7000,Critical Access Hospitals,Government - Local,True,3,Same as the national average,Not Available,Below the national average,Not Available,Not Available,Same as the national average,Same as the national average,37.8,-86.5
100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,PUTNAM,(386) 326-8500,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Same as the national average,29.7,-81.7
131321,ST MARY'S HOSPITAL,701 LEWISTON ST,COTTONWOOD,ID,83522,IDAHO,(208) 962-3251,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Above the national average,Not Available,45.9,-116.5
420105,MCLEOD LORIS  HOSPITAL,3655 MITCHELL STREET,LORIS,SC,29569,HORRY,(843) 716-7000,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,34.0,-78.9
510058,CAMDEN CLARK MEDICAL CENTER,800 GARFIELD AVE,PARKERSBURG,WV,26101,WOOD,(304) 424-2111,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,39.24,-81.57
320086,LOVELACE REGIONAL HOSPITAL - ROSWELL,117 EAST 19TH STREET,ROSWELL,NM,88201,CHAVES,(575) 625-3345,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,33.6,-104.3
390104,UPMC KANE,4372 ROUTE 6,KANE,PA,16735,MC KEAN,(814) 837-8585,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,41.6,-78.7
260023,MERCY HOSPITAL JEFFERSON,1400 US HIGHWAY 61,FESTUS,MO,63028,JEFFERSON,(636) 933-1000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,38.1,-90.4
140240,WESTLAKE HOSPITAL,1225 LAKE ST,MELROSE PARK,IL,60160,COOK,(708) 938-4000,Acute Care Hospitals,Voluntary non-profit - Other,True,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Not Available,41.9,-87.86
450498,STEPHENS MEMORIAL HOSPITAL,200 SOUTH GENEVA STREET,BRECKENRIDGE,TX,76424,STEPHENS,(254) 559-2241,Acute Care Hospitals,Government - Hospital District or Authority,True,4,Not Available,Not Available,Above the national average,Above the national average,Same as the national average,Above the national average,Below the national average,32.8,-98.9
330196,CONEY ISLAND HOSPITAL CENTER,2601 OCEAN PARKWAY,BROOKLYN,NY,11235,KINGS,(718) 616-3000,Acute Care Hospitals,Government - Local,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Below the national average,Below the national average,Not Available,40.58,-73.95
210033,CARROLL HOSPITAL CENTER,200 MEMORIAL AVENUE,WESTMINSTER,MD,21157,CARROLL,(410) 848-3000,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average,39.6,-77.0
440016,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,631 RB WILSON DR,HUNTINGDON,TN,38344,CARROLL,(731) 986-4461,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,36.0,-88.5
450219,BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,200 W OLLIE,LLANO,TX,78643,LLANO,(325) 247-5040,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Not Available,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,30.7,-98.7
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,10901,ROCKLAND,(845) 368-5000,Acute Care Hospitals,Voluntary non-profit - Church,True,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,41.14,-74.12
170150,SOUTH CENTRAL KS  MED CENTER,6401 PATTERSON PARKWAY,ARKANSAS CITY,KS,67005,COWLEY,(620) 442-2500,Acute Care Hospitals,Government - Local,True,2,Same as the national average,Not Available,Same as the national average,Below the national average,Same as the national average,Above the national average,Not Available,37.1,-97.0
231330,MARLETTE REGIONAL HOSPITAL,2770 MAIN STREET,MARLETTE,MI,48453,SANILAC,(989) 635-4000,Critical Access Hospitals,Voluntary non-profit - Private,True,4,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Above the national average,Same as the national average,43.3,-83.0
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM EVANSTON HOSP,2650 RIDGE AVE,EVANSTON,IL,60201,COOK,(847) 432-8000,Acute Care Hospitals,Voluntary non-profit - Other,True,4,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,42.05,-87.68
490063,INOVA FAIRFAX HOSPITAL,3300 GALLOWS ROAD,FALLS CHURCH,VA,22042,FAIRFAX,(703) 776-4001,Acute Care Hospitals,Voluntary non-profit - Private,True,5,Above the national average,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,38.87,-77.19
500014,PROVIDENCE REGIONAL MEDICAL CENTER EVERETT,1321 COLBY AVENUE,EVERETT,WA,98201,SNOHOMISH,(425) 261-2000,Acute Care Hospitals,Voluntary non-profit - Church,True,2,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Above the national average,47.99,-122.21
310058,BERGEN NEW BRIDGE MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,7652,BERGEN,(201) 967-4000,Acute Care Hospitals,Government - Local,True,3,Same as the national average,Above the national average,Below the national average,Not Available,Same as the national average,Below the national average,Not Available,40.94,-74.07
500031,GRAYS HARBOR COMMUNITY HOSPITAL,915 ANDERSON DRIVE,ABERDEEN,WA,98520,GRAYS HARBOR,(360) 532-8330,Acute Care Hospitals,Voluntary non-profit - Private,True,2,Below the national average,Same as the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average,47.1,-123.8
260162,BARNES-JEWISH WEST COUNTY HOSPITAL,12634 OLIVE BOULEVARD,CREVE COEUR,MO,63141,ST. LOUIS,(314) 996-8000,Acute Care Hospitals,Voluntary non-profit - Private,True,4,Not Available,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,38.65,-90.45
510077,WILLIAMSON MEMORIAL HOSPITAL,859 ALDERSON STREET,WILLIAMSON,WV,25661,MINGO,(304) 235-2500,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Not Available,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,37.7,-82.3
440110,FORT LOUDON MEDICAL CENTER,550 FORT LOUDON MEDICAL CENTER DR,LENOIR CITY,TN,37772,LOUDON,(865) 271-6000,Acute Care Hospitals,Voluntary non-profit - Other,True,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,35.8,-84.2
360236,MERCY HEALTH - CLERMONT HOSPITAL,3000 HOSPITAL DRIVE,BATAVIA,OH,45103,CLERMONT,(513) 732-8590,Acute Care Hospitals,Voluntary non-profit - Church,False,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,39.1,-84.2
271344,SIDNEY HEALTH CENTER,216 14TH AVE SW,SIDNEY,MT,59270,RICHLAND,(406) 488-2100,Critical Access Hospitals,Voluntary non-profit - Other,True,4,Same as the national average,Not Available,Below the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,47.6,-104.3
150047,ST JOSEPH HOSPITAL,700 BROADWAY,FORT WAYNE,IN,46802,ALLEN,(260) 425-3000,Acute Care Hospitals,Proprietary,True,2,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,41.07,-85.16
210012,SINAI HOSPITAL OF BALTIMORE,2401 WEST BELVEDERE AVENUE,BALTIMORE,MD,21215,BALTIMORE CITY,(410) 601-5131,Acute Care Hospitals,Voluntary non-profit - Private,True,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,39.34,-76.69
450809,NORTH AUSTIN MEDICAL CENTER,12221 MOPAC EXPRESSWAY NORTH,AUSTIN,TX,78758,TRAVIS,(512) 901-1000,Acute Care Hospitals,Proprietary,True,5,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,30.38,-97.71
